checkpoint,opponent_type,mean_reward,std_reward,win_rate,std_win_rate,mean_length,std_length
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep31000.pth,strong,7.8212661726407955,5.141045058944909,0.936,0.2447529366524537,56.372,46.62904262366963
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep32000.pth,random,5.471658976508644,5.756316794779163,0.65,0.47696960070847283,115.045,102.91981818386583
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep32000.pth,weak,9.30746104130774,2.2224590534684947,0.982,0.132951118836962,42.583,25.258604692262793
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep32000.pth,strong,7.010090215409467,6.337098675095121,0.891,0.3116392144772541,59.148,50.16321457004126
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep33000.pth,random,5.887339340648296,5.307243260870477,0.676,0.468,114.517,102.6200161323316
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep33000.pth,weak,9.187495858423208,2.625044553768188,0.976,0.15304901175767194,42.477,28.057360371210972
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep33000.pth,strong,7.076815469479513,6.172674848479475,0.894,0.3078376195334157,64.55,52.76955087927128
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep34000.pth,random,6.138966775509891,5.059450184360365,0.693,0.46124939024349937,112.156,101.91162673610897
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep34000.pth,weak,9.375343011060206,1.7831699449264031,0.987,0.11327400407860577,43.001,27.64827298404007
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep34000.pth,strong,7.351107271157007,5.805416563120984,0.913,0.2818350581457176,60.578,49.609252322525485
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep35000.pth,random,6.298934135589262,4.770884996482474,0.7,0.458257569495584,111.417,100.99978767799465
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep35000.pth,weak,9.239200683406139,2.6158103311572973,0.982,0.132951118836962,39.837,21.13169257300513
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep35000.pth,strong,7.76877027889071,4.987213963848555,0.933,0.25002199903208516,55.014,44.61443492861923
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep36000.pth,random,6.073360965602436,5.069825710285563,0.686,0.46411636471902173,113.974,101.54636046653766
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep36000.pth,weak,9.537257214289768,0.8336889668744519,0.994,0.0772269383052313,38.736,24.09942538734067
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep36000.pth,strong,7.552162492349329,5.171631044901934,0.924,0.26499811320083017,59.401,48.22236202219879
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep37000.pth,random,6.107135883499083,5.083075129989079,0.694,0.46082968654373824,112.755,101.49821168375333
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep37000.pth,weak,9.491652595953058,1.1253427394254796,0.992,0.08908422980528034,37.963,25.407865534121516
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep37000.pth,strong,8.073421269310629,4.4565659623249605,0.947,0.22403347964087864,53.634,41.29803922706258
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep38000.pth,random,6.237722071431969,4.737373916128847,0.695,0.460407428263272,113.666,101.88178661566552
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep38000.pth,weak,9.451620107597089,1.581276861402126,0.993,0.08337265738837883,37.093,19.977345944844625
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep38000.pth,strong,8.273502263917115,3.8923902567438735,0.96,0.19595917942265428,55.142,43.38571004374597
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep39000.pth,random,5.861845829796304,5.078522866231558,0.664,0.47233886141201636,115.358,103.26855201851141
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep39000.pth,weak,8.511566789252822,4.485961373075616,0.944,0.22992172581119863,42.815,33.83842157961863
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep39000.pth,strong,7.476397481697219,5.247453147452134,0.925,0.26339134382131846,64.678,48.5184945768106
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep40000.pth,random,5.928711087988324,5.177450723298909,0.674,0.4687472666586974,114.764,102.42427595057725
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep40000.pth,weak,9.08438215158004,3.071503389310969,0.973,0.16208331191088118,41.459,27.30905196084258
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep40000.pth,strong,6.94079677239471,6.183675614309289,0.902,0.29731464814233416,64.307,51.78699403325124
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep41000.pth,random,5.771290089403638,5.152699301500441,0.658,0.4743795948394071,117.464,103.62805944337663
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep41000.pth,weak,9.06389652478718,2.9921475046123476,0.969,0.1733176274935703,41.672,33.02584466747217
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep41000.pth,strong,7.808632637019014,4.899773317662106,0.938,0.24115555146004827,54.769,43.26619510657252
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep42000.pth,random,5.776838299048628,5.345526942423854,0.664,0.4723388614120164,115.008,103.25372601509352
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep42000.pth,weak,9.052044063568207,3.10999914082506,0.972,0.16497272501841023,41.046,29.9593371755785
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep42000.pth,strong,7.645172379203971,5.298405891942565,0.934,0.24828209762284517,58.511,43.602498540794656
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep43000.pth,random,6.124115260881863,5.00405729578164,0.688,0.4633098315382483,112.469,102.61739150358481
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep43000.pth,weak,9.36390054587239,2.1122940411351485,0.989,0.10430244484191156,37.373,23.476496139756463
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep43000.pth,strong,7.412625827169668,5.550885854967232,0.923,0.26659144772479104,63.397,50.465209709264066
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep44000.pth,random,5.523564492643496,5.485396389156538,0.639,0.4802905370710524,117.03,104.31953364543
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep44000.pth,weak,8.958755251705472,3.5223227078132306,0.968,0.17600000000000002,39.846,26.362326983785024
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep44000.pth,strong,6.284098995012422,7.0049509164640344,0.869,0.33740035566074916,70.17,59.73962755156747
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep45000.pth,random,5.841326979151048,5.27424540399251,0.667,0.4712865370451399,113.872,103.0998332491377
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep45000.pth,weak,8.876239904714128,3.7908638527361656,0.963,0.18876175460087244,36.845,23.57827336765778
TD3_HockeyEnv_alr0.00032_clr0.00086_gamma0.93_policyNoise0.25_noiseClip0.39_policyDelay2_polyak0.993_warmupSteps35000_a2_d2_b1_t4_c3_w0_checkpoint_ep45000.pth,strong,7.670484696036662,5.097432040098154,0.93,0.25514701644346144,59.768,51.05665652978072
