episodes,rewards,reward_std,lengths,overall_win_rate,random_wr,weak_wr,strong_wr,self_wr,q_losses,actor_losses
12450.0,4.641,13.976,116.32,0.64,0.597,0.502,0.0,0.335,0.31964053307812557,0.2607103979362092
12500.0,8.406,14.756,113.9,0.76,0.597,0.504,0.0,0.337,0.317801871565799,0.26189322381058594
12550.0,3.618,17.576,123.1,0.62,0.597,0.505,0.0,0.338,0.3072654546225885,0.2657175717143545
12600.0,7.081,13.969,109.3,0.72,0.597,0.506,0.0,0.34,0.3089422210605687,0.2678819146017846
12650.0,4.316,14.148,96.3,0.76,0.597,0.508,0.0,0.341,0.3080823193554722,0.2671275946905484
12700.0,4.753,14.643,104.52,0.72,0.597,0.51,0.0,0.344,0.30826665207945203,0.2693195451319349
12750.0,7.696,14.612,120.94,0.72,0.597,0.512,0.0,0.345,0.30655472721879906,0.265081182657763
12800.0,6.384,13.309,98.62,0.76,0.598,0.513,0.0,0.346,0.30835598464158764,0.26947134826596
12850.0,5.938,13.861,97.82,0.7,0.598,0.514,0.0,0.347,0.30769181372694493,0.2712714424463456
12900.0,5.641,15.517,116.38,0.7,0.598,0.516,0.0,0.347,0.3105077218145985,0.27454580597874784
12950.0,10.016,12.466,104.88,0.76,0.598,0.518,0.0,0.349,0.3100060674286594,0.2767077925427225
13000.0,3.595,14.274,94.9,0.66,0.598,0.519,0.0,0.35,0.3041547567997574,0.26678399971741085
13050.0,5.107,14.399,111.44,0.64,0.598,0.52,0.0,0.35,0.3062616164844979,0.2621253219776772
13100.0,4.791,12.571,96.88,0.68,0.598,0.521,0.0,0.35,0.3023994508222538,0.26449994759393325
13150.0,5.356,14.385,109.68,0.72,0.598,0.523,0.0,0.351,0.3085401166569103,0.2719121200793352
13200.0,6.074,14.704,116.56,0.64,0.598,0.524,0.0,0.351,0.3026758592063693,0.2718468969204434
13250.0,3.752,15.5,110.88,0.68,0.598,0.525,0.0,0.352,0.30395301243453776,0.2883580277218932
13300.0,1.385,14.921,98.8,0.6,0.598,0.526,0.0,0.351,0.30261592310333296,0.2858127478900365
13350.0,7.54,12.251,94.54,0.76,0.598,0.528,0.0,0.352,0.30196753515035485,0.28744093892722616
13400.0,7.069,14.334,103.64,0.74,0.598,0.53,0.0,0.352,0.29983797619724545,0.2818517948777074
13450.0,3.221,15.796,103.66,0.66,0.598,0.531,0.0,0.353,0.30895402484033496,0.2756102520875227
13500.0,2.3,14.242,96.26,0.7,0.598,0.533,0.0,0.352,0.30376964191355094,0.27215533275959924
13550.0,5.135,15.511,116.58,0.74,0.598,0.534,0.0,0.352,0.3052421115777072,0.28063226633474636
13600.0,1.137,15.583,100.86,0.64,0.598,0.535,0.0,0.352,0.3074615836101307,0.28029522617687663
13650.0,7.827,13.823,104.56,0.76,0.598,0.537,0.0,0.352,0.30533612980740216,0.2809776652038341
13700.0,1.371,15.229,113.08,0.58,0.598,0.538,0.0,0.351,0.30934121817603505,0.27575937041572784
13750.0,4.864,14.969,101.2,0.72,0.598,0.54,0.0,0.352,0.29677761899211863,0.28280413584486613
13800.0,5.64,14.238,111.04,0.68,0.598,0.541,0.0,0.352,0.30037681388804355,0.27866610320541013
13850.0,7.656,11.866,111.62,0.74,0.598,0.541,0.0,0.354,0.298883457216087,0.2839118724453933
13900.0,4.998,12.608,97.18,0.76,0.598,0.543,0.0,0.354,0.3022448385673973,0.28028797846405845
13950.0,2.438,14.297,98.44,0.68,0.598,0.544,0.0,0.353,0.29583661187910065,0.2766483810083714
14000.0,6.995,12.739,99.02,0.78,0.598,0.546,0.0,0.355,0.30017860974857513,0.2772347826818863
14050.0,6.559,13.617,86.18,0.8,0.599,0.548,0.0,0.356,0.29379741497133915,0.282680538775046
14100.0,8.001,13.736,106.66,0.82,0.599,0.55,0.0,0.358,0.29709582801846146,0.2924130480618138
14150.0,5.53,13.775,101.46,0.74,0.599,0.551,0.0,0.358,0.2953718083460363,0.2843141755491692
14200.0,6.109,14.935,95.28,0.74,0.599,0.553,0.0,0.359,0.3005834096358909,0.2817789499688051
14250.0,3.984,14.284,93.14,0.7,0.599,0.554,0.0,0.36,0.29735581965641844,0.29625464258314155
14300.0,3.054,14.28,101.46,0.7,0.599,0.556,0.0,0.362,0.29732654671196146,0.29393532583106236
14350.0,0.757,15.357,118.72,0.64,0.598,0.557,0.0,0.363,0.29974747809149926,0.30164259352954764
14400.0,5.723,14.199,103.92,0.74,0.598,0.558,0.0,0.364,0.29527472623557405,0.3007826057115359
14450.0,4.215,15.558,107.08,0.74,0.598,0.56,0.0,0.365,0.29091056122714976,0.29828801319429654
14500.0,4.06,13.585,92.4,0.74,0.598,0.561,0.0,0.365,0.29873192885474015,0.2849511055404115
14550.0,2.465,16.103,114.86,0.68,0.598,0.562,0.0,0.367,0.2924860612696992,0.2859892263122608
14600.0,4.681,12.742,87.46,0.64,0.598,0.562,0.0,0.366,0.29718940751231593,0.2902012854784061
14650.0,5.418,12.639,70.72,0.78,0.599,0.564,0.0,0.367,0.29210739335986796,0.29600938376462305
14700.0,1.792,14.14,97.84,0.66,0.599,0.564,0.0,0.368,0.2974900844037889,0.2868346767245167
14750.0,5.537,14.001,95.86,0.78,0.599,0.566,0.0,0.368,0.2973894297387586,0.2914894631952188
14800.0,2.815,14.042,103.62,0.62,0.599,0.567,0.0,0.367,0.2948848754167557,0.2951179302739025
14850.0,4.467,13.581,96.7,0.74,0.599,0.568,0.0,0.37,0.29232660753897954,0.2870120803593239
14900.0,3.318,14.119,98.94,0.68,0.598,0.569,0.0,0.373,0.2889648898850075,0.29058326041011284
14950.0,6.396,12.407,77.2,0.84,0.599,0.57,0.0,0.374,0.2851059205077774,0.2904077912896131
15000.0,5.369,12.828,76.16,0.78,0.599,0.572,0.0,0.375,0.29175844397624356,0.2998128481644032
15050.0,3.414,14.584,92.3,0.7,0.599,0.573,0.0,0.375,0.29022355146820944,0.3059371023685837
15100.0,5.245,13.633,88.32,0.78,0.599,0.575,0.0,0.375,0.2891807786536764,0.30235041224917136
15150.0,6.93,11.929,80.66,0.84,0.599,0.577,0.0,0.375,0.2901611105873173,0.30208543660637716
15200.0,7.791,11.816,86.92,0.82,0.6,0.579,0.0,0.376,0.28974511712255174,0.3051655744748807
15250.0,7.141,11.505,73.38,0.84,0.6,0.58,0.0,0.378,0.2829427156865728,0.31049656774702217
15300.0,3.748,14.606,91.1,0.74,0.6,0.581,0.0,0.38,0.2855045716645921,0.3062534108734536
15350.0,1.922,15.508,99.96,0.62,0.6,0.583,0.0,0.38,0.2786571864705485,0.30754294671111226
15400.0,6.056,12.721,75.08,0.78,0.6,0.584,0.0,0.38,0.28041192263449166,0.3008068947074041
15450.0,5.475,14.352,97.4,0.78,0.6,0.586,0.0,0.381,0.28242552037620067,0.2966079008503319
15500.0,4.397,14.296,104.32,0.74,0.6,0.587,0.0,0.381,0.28370863991634543,0.29894290218547515
15550.0,2.34,14.244,98.24,0.64,0.6,0.588,0.0,0.379,0.28138601887981707,0.29858893477371107
15600.0,6.926,12.449,82.28,0.84,0.6,0.589,0.0,0.379,0.2791270390879474,0.29913926035043914
15650.0,5.228,12.797,80.72,0.78,0.601,0.591,0.0,0.379,0.27810117100096227,0.306132915743532
15700.0,4.661,13.695,89.26,0.78,0.601,0.593,0.0,0.38,0.27760102758995575,0.29347430856516993
15750.0,4.892,13.303,89.5,0.76,0.601,0.594,0.0,0.38,0.2830517711284851,0.2926719475062356
15800.0,5.214,13.312,83.9,0.78,0.601,0.595,0.0,0.379,0.2780163170744616,0.30175266979474924
15850.0,4.463,14.204,88.04,0.74,0.601,0.597,0.0,0.379,0.27865241905519067,0.2996235578870222
15900.0,3.276,15.548,114.02,0.72,0.601,0.598,0.0,0.38,0.28102126798190274,0.2966131449247277
15950.0,3.804,14.034,92.2,0.72,0.601,0.599,0.0,0.381,0.2759489130044778,0.2983328438990613
16000.0,3.128,14.214,100.76,0.68,0.6,0.601,0.0,0.38,0.27702310485176485,0.2992320738594537
16050.0,10.093,8.589,56.76,0.9,0.6,0.603,0.0,0.381,0.2766916340474214,0.30222034614888255
16100.0,11.952,4.449,55.64,0.98,0.601,0.606,0.0,0.382,0.2780197211624729,0.3124207957486905
16150.0,8.483,9.405,56.56,0.86,0.601,0.608,0.0,0.383,0.2737762251152262,0.30136056940213957
16200.0,12.453,5.903,75.48,0.94,0.601,0.61,0.0,0.383,0.2725730640342041,0.2957132780791435
16250.0,10.401,7.434,52.76,0.88,0.601,0.613,0.0,0.382,0.2758136734239858,0.28549448328198745
16300.0,11.655,4.933,49.52,0.96,0.601,0.615,0.0,0.383,0.27194843207816727,0.2903369400678387
16350.0,11.006,7.439,64.62,0.94,0.601,0.618,0.0,0.384,0.2737480658696822,0.2943895059318691
16400.0,11.728,8.672,84.44,0.9,0.601,0.62,0.0,0.385,0.2774692438062387,0.29161177699920815
16450.0,10.992,9.126,83.86,0.88,0.601,0.622,0.0,0.386,0.27021456400847127,0.29161712234314224
16500.0,9.208,10.478,72.1,0.88,0.601,0.624,0.0,0.387,0.2659523501246933,0.29288347122400354
16550.0,5.758,11.324,67.48,0.74,0.601,0.625,0.0,0.387,0.26450974705619384,0.2948305953473331
16600.0,10.727,8.079,61.16,0.88,0.601,0.627,0.0,0.389,0.2722800471997179,0.29447303200389613
16650.0,9.336,8.155,75.52,0.88,0.601,0.629,0.0,0.39,0.2685384143820046,0.29168459108042505
16700.0,10.487,8.999,54.98,0.94,0.601,0.631,0.0,0.391,0.2693594151245944,0.29759130806208933
16750.0,6.046,12.313,71.76,0.78,0.601,0.633,0.0,0.392,0.2712020149285143,0.29153838561049195
16800.0,9.227,8.604,57.72,0.82,0.601,0.634,0.0,0.392,0.27223768587727787,0.28888664148178406
16850.0,11.573,8.208,66.92,0.92,0.601,0.637,0.0,0.393,0.2654947928636657,0.2986741309230265
16900.0,9.193,8.449,46.72,0.88,0.601,0.639,0.0,0.394,0.26785146803385657,0.2917027566751882
16950.0,10.894,7.721,63.94,0.92,0.601,0.641,0.0,0.394,0.26722694955913856,0.2847787653040065
17000.0,9.944,7.883,60.98,0.92,0.601,0.643,0.0,0.395,0.26706980585995693,0.28526567048051893
17050.0,10.98,6.56,62.38,0.92,0.601,0.645,0.0,0.396,0.2656484642454235,0.2797546908540634
17100.0,9.231,8.847,57.4,0.9,0.601,0.647,0.0,0.396,0.2627443029735965,0.2876124822315779
17150.0,10.3,7.545,55.56,0.92,0.601,0.649,0.0,0.396,0.2644476544729529,0.2919536572618843
17200.0,8.592,9.688,58.9,0.86,0.601,0.65,0.0,0.397,0.263586236716498,0.29093940837877696
17250.0,6.276,9.677,47.8,0.76,0.601,0.651,0.0,0.396,0.2608093574324394,0.2954560298075388
17300.0,4.62,10.92,56.88,0.72,0.602,0.652,0.0,0.395,0.2590116540490925,0.29155446205683083
17350.0,9.134,8.106,50.96,0.84,0.602,0.653,0.0,0.394,0.25713011705161043,0.28826376781120694
17400.0,9.78,8.052,60.28,0.92,0.602,0.655,0.0,0.396,0.25705976997739155,0.2963387149310817
17450.0,11.654,5.223,52.3,0.98,0.602,0.657,0.0,0.397,0.2590563509633197,0.28858454868352124
17500.0,9.767,7.397,57.9,0.9,0.602,0.659,0.0,0.398,0.25679157637985445,0.280734971510179
17550.0,8.001,11.062,73.02,0.84,0.602,0.66,0.0,0.398,0.25618581661556683,0.28656442787764247
17600.0,6.726,10.909,62.4,0.78,0.602,0.661,0.0,0.399,0.2599983003322116,0.29160540242752364
17650.0,11.063,5.194,52.1,0.96,0.602,0.663,0.0,0.401,0.25729969190272495,0.2854116865137569
17700.0,7.642,9.614,48.08,0.8,0.602,0.664,0.0,0.402,0.2585340008988025,0.2844403763672266
17750.0,6.031,10.759,57.02,0.78,0.602,0.665,0.0,0.402,0.2530113796780566,0.28482033234510307
17800.0,8.968,9.044,54.46,0.88,0.602,0.667,0.0,0.403,0.25928510559565165,0.2746794448032291
17850.0,8.455,9.868,61.56,0.82,0.602,0.668,0.0,0.403,0.25687522708094696,0.2783026540193141
17900.0,8.662,9.167,64.64,0.88,0.602,0.669,0.0,0.405,0.2531725405596757,0.2673459684545981
17950.0,8.508,8.328,59.18,0.84,0.602,0.67,0.0,0.405,0.2557077937228907,0.2692905001848533
18000.0,8.681,8.372,45.74,0.88,0.602,0.672,0.0,0.405,0.25283044285558987,0.26945993738537805
18050.0,9.567,7.306,55.5,0.88,0.602,0.673,0.0,0.406,0.254445926639298,0.27098751061670096
18100.0,10.085,6.433,51.18,0.92,0.602,0.675,0.0,0.407,0.25510014336733144,0.2600047875110197
18150.0,10.613,6.737,50.82,0.94,0.602,0.676,0.0,0.407,0.2488626151827005,0.26366475867368244
18200.0,8.555,9.53,54.34,0.86,0.602,0.678,0.0,0.408,0.25392495501187656,0.26571837153968925
18250.0,9.178,8.46,51.96,0.88,0.602,0.679,0.0,0.407,0.2544747905939883,0.26489146485263804
18300.0,8.442,9.192,58.46,0.86,0.603,0.68,0.0,0.408,0.2515653143324879,0.26014228563459274
18350.0,8.176,8.874,61.16,0.82,0.603,0.681,0.0,0.407,0.2538097986038018,0.2619804295706239
18400.0,8.673,9.603,52.9,0.86,0.603,0.683,0.0,0.407,0.2518879711702958,0.26113121105887094
18450.0,11.043,7.041,56.5,0.94,0.603,0.684,0.0,0.407,0.25730999854234227,0.2521890067642179
18500.0,8.208,8.838,52.06,0.86,0.603,0.685,0.0,0.409,0.24745695310761698,0.2535603398726108
18550.0,9.772,6.824,40.88,0.92,0.603,0.687,0.0,0.409,0.25387704322719845,0.24946185069925644
18600.0,9.959,6.521,65.06,0.88,0.603,0.688,0.0,0.409,0.2554029252083656,0.25380270749789885
18650.0,10.245,7.364,51.0,0.94,0.603,0.69,0.0,0.41,0.2506735277517144,0.2540271227037374
18700.0,10.837,7.013,51.68,0.94,0.603,0.691,0.0,0.411,0.24704391300940745,0.2529422173973205
18750.0,10.277,7.343,51.4,0.92,0.603,0.693,0.0,0.41,0.2491794227124123,0.2539276218392745
18800.0,11.088,5.246,48.14,0.96,0.603,0.694,0.0,0.411,0.24534877629897323,0.24557488607011263
18850.0,9.589,8.459,60.98,0.92,0.604,0.695,0.0,0.411,0.2502940516683357,0.2395918730607701
18900.0,9.123,9.472,62.64,0.92,0.603,0.697,0.0,0.412,0.24855721242240705,0.23448358379016135
18950.0,9.782,7.696,50.1,0.94,0.604,0.698,0.0,0.413,0.24645913572534894,0.23656572174537516
19000.0,10.906,5.882,54.04,0.96,0.604,0.7,0.0,0.412,0.24782820300472425,0.2417710475956411
19050.0,10.33,6.383,43.78,0.92,0.604,0.701,0.0,0.413,0.24738863636231265,0.24550602273249747
19100.0,5.898,11.732,66.4,0.8,0.604,0.702,0.0,0.413,0.2448418544181753,0.24414463288971897
19150.0,11.325,5.527,61.56,0.96,0.604,0.704,0.0,0.414,0.24416751722732255,0.24426843916640487
19200.0,9.254,8.703,51.36,0.9,0.604,0.705,0.0,0.415,0.24208886467433643,0.23690687930642076
19250.0,9.532,8.101,59.18,0.88,0.604,0.706,0.0,0.415,0.24671835750669532,0.23714146001739636
19300.0,9.361,9.036,62.72,0.92,0.604,0.707,0.0,0.416,0.24303818300024224,0.23937501335418723
19350.0,9.37,8.103,52.28,0.88,0.604,0.709,0.0,0.415,0.24539581095414853,0.24148457203459986
19400.0,7.44,10.027,55.12,0.8,0.604,0.709,0.0,0.415,0.2469273404050976,0.23868613800291147
19450.0,9.387,6.909,55.04,0.9,0.604,0.71,0.0,0.415,0.24458669559615856,0.2347297902814001
19500.0,7.592,9.794,55.16,0.82,0.604,0.711,0.0,0.415,0.24037967653919895,0.23369922542715454
19550.0,7.34,9.833,56.64,0.8,0.604,0.712,0.0,0.415,0.23951263054291308,0.24028093122782554
19600.0,8.643,9.046,54.34,0.88,0.604,0.713,0.0,0.416,0.24546759065384757,0.23327742947764124
19650.0,6.832,9.823,48.12,0.78,0.604,0.714,0.0,0.416,0.24225650058157527,0.24116528732277343
19700.0,6.832,11.154,66.66,0.82,0.604,0.714,0.0,0.416,0.24488036808408106,0.23251743918356843
19750.0,7.685,9.46,45.66,0.82,0.604,0.715,0.0,0.416,0.2412342989747537,0.22745199408821618
19800.0,9.072,7.853,46.62,0.9,0.604,0.716,0.0,0.417,0.23854818142606013,0.22404480636408117
19850.0,7.1,11.669,66.0,0.84,0.604,0.717,0.0,0.417,0.2393116954644921,0.2315176116544595
19900.0,9.314,7.637,44.0,0.86,0.604,0.718,0.0,0.417,0.23545308836500536,0.22884443052495076
19950.0,9.531,7.364,58.18,0.88,0.604,0.719,0.0,0.417,0.24160425919487477,0.23069253184789568
20000.0,9.018,8.782,54.14,0.88,0.604,0.72,0.0,0.417,0.23376269182691262,0.23825558045537415
20050.0,9.545,6.008,46.26,0.9,0.605,0.721,0.0,0.417,0.23840489340216606,0.23362771162107593
20100.0,8.981,8.416,47.42,0.9,0.604,0.722,0.0,0.417,0.23948880543064568,0.23123056852042242
20150.0,8.943,9.26,56.72,0.88,0.604,0.723,0.0,0.419,0.23727624541129208,0.22456755902830272
20200.0,7.795,10.155,57.42,0.86,0.604,0.724,0.0,0.42,0.23774223702720368,0.2289158067062202
20250.0,10.553,4.701,55.1,0.92,0.605,0.725,0.0,0.422,0.23693743064301162,0.22526018947161341
20300.0,8.944,9.397,66.12,0.88,0.605,0.726,0.0,0.422,0.23715605609032223,0.22817414672532596
20350.0,10.493,5.564,44.98,0.92,0.605,0.727,0.0,0.421,0.2361736084261605,0.2337858310732762
20400.0,9.939,7.342,50.48,0.92,0.605,0.728,0.0,0.421,0.23697631251384493,0.240876686715056
20450.0,9.575,7.698,47.76,0.92,0.605,0.729,0.0,0.423,0.231050593651346,0.24025314334532719
20500.0,8.625,8.5,48.2,0.86,0.605,0.73,0.0,0.423,0.23596853473654106,0.23344985799370002
20550.0,7.503,9.754,59.4,0.8,0.605,0.731,0.0,0.422,0.23544800079030112,0.2295830717387065
20600.0,5.922,11.398,61.48,0.74,0.605,0.732,0.0,0.421,0.23520827665339103,0.23124162554822936
20650.0,8.783,8.147,51.44,0.86,0.605,0.732,0.0,0.421,0.23419323102572534,0.2267133043683449
20700.0,9.986,6.569,54.1,0.94,0.605,0.734,0.0,0.421,0.23830550611394125,0.22586300766453518
20750.0,9.843,6.842,52.6,0.92,0.605,0.735,0.0,0.421,0.2340748507380673,0.22814101970087491
20800.0,8.477,8.613,46.9,0.88,0.605,0.736,0.0,0.421,0.23621689890326475,0.23170578083976723
20850.0,11.093,5.066,52.06,0.96,0.605,0.737,0.0,0.423,0.237815296171352,0.22976703874148094
20900.0,8.772,8.339,47.32,0.88,0.605,0.738,0.0,0.423,0.23810349528324157,0.2315280156508299
20950.0,10.978,5.441,45.22,0.94,0.605,0.739,0.0,0.423,0.23924472173614372,0.23361903566430015
21000.0,9.833,8.08,58.96,0.94,0.605,0.74,0.0,0.424,0.23408053409672638,0.2302310112318872
21050.0,8.288,8.72,53.96,0.86,0.605,0.741,0.0,0.423,0.23580548570342844,0.23983288401654024
21100.0,10.204,5.392,40.14,0.94,0.605,0.742,0.0,0.423,0.23197210866977824,0.2330432512866847
21150.0,10.765,4.78,49.16,0.94,0.606,0.743,0.0,0.423,0.22973539495794382,0.23195797841868224
21200.0,8.004,9.766,55.74,0.88,0.606,0.744,0.0,0.423,0.23735254120342983,0.23049244133930755
21250.0,9.52,7.07,55.82,0.9,0.606,0.745,0.0,0.423,0.23492580094205093,0.22704472254285576
21300.0,9.849,6.244,39.92,0.92,0.606,0.746,0.0,0.423,0.23642931361315048,0.2229750873090318
21350.0,8.003,9.133,48.38,0.84,0.606,0.746,0.0,0.422,0.23272552134743948,0.22568732162058053
21400.0,10.086,7.49,53.56,0.92,0.606,0.747,0.0,0.422,0.23070294628890664,0.22654443918386039
21450.0,8.494,8.926,48.22,0.86,0.606,0.748,0.0,0.422,0.23508986121980452,0.22613796994404134
21500.0,8.752,8.449,57.48,0.88,0.606,0.749,0.0,0.423,0.23512093737351142,0.22401308838029624
21550.0,9.724,7.196,44.68,0.92,0.606,0.75,1.0,0.422,0.23936328180567878,0.2140674983892741
21600.0,5.158,9.89,43.8,0.7,0.606,0.75,0.923,0.423,0.23361128199752976,0.22995142841646604
21650.0,4.552,10.214,49.84,0.66,0.606,0.751,0.773,0.424,0.23465057865099248,0.22342438708092008
21700.0,5.506,9.149,43.62,0.74,0.606,0.751,0.793,0.428,0.23482097928143028,0.22092450731798663
21750.0,2.486,10.686,45.46,0.6,0.606,0.751,0.762,0.427,0.23218543165676547,0.22716271530305976
21800.0,5.493,9.471,42.94,0.74,0.606,0.751,0.764,0.429,0.23367975850025038,0.23689728455056125
21850.0,5.435,9.928,45.14,0.72,0.606,0.752,0.779,0.429,0.2327015667441282,0.231446881870235
21900.0,3.38,10.848,38.28,0.62,0.606,0.752,0.781,0.429,0.23716613458842742,0.2317518385050431
21950.0,0.897,10.865,38.84,0.52,0.606,0.752,0.776,0.427,0.23102267747894328,0.23408318432496195
22000.0,5.176,9.668,48.9,0.68,0.606,0.752,0.763,0.428,0.23770888817220337,0.2541021287444769
22050.0,3.518,11.265,51.82,0.64,0.606,0.753,0.771,0.428,0.24171317236561865,0.2531851490630823
22100.0,3.935,10.747,49.24,0.62,0.606,0.753,0.771,0.427,0.23720511385585646,0.2382458840198311
22150.0,2.811,10.499,49.08,0.62,0.606,0.753,0.782,0.425,0.23727950298840536,0.23446900212153507
22200.0,4.203,10.177,38.9,0.66,0.606,0.753,0.8,0.425,0.23873329750394326,0.24234689462352246
22250.0,5.013,10.096,52.1,0.7,0.606,0.754,0.796,0.426,0.24315482955959167,0.24913879312497522
22300.0,6.279,9.524,42.18,0.74,0.606,0.754,0.801,0.427,0.23928511441785158,0.25524984160570013
22350.0,3.643,9.718,49.56,0.6,0.606,0.754,0.801,0.427,0.24274977442836868,0.25467021659616595
22400.0,5.819,9.668,46.6,0.72,0.606,0.754,0.802,0.429,0.2411066148782834,0.2533491063440004
22450.0,6.952,9.478,54.78,0.74,0.606,0.755,0.806,0.43,0.24149542525012224,0.2461132633822937
22500.0,6.083,9.238,42.06,0.74,0.606,0.755,0.811,0.432,0.24125549761088025,0.2573496167749851
22550.0,6.602,9.703,42.78,0.78,0.606,0.755,0.818,0.433,0.24192819237643423,0.2640242483455145
22600.0,6.121,9.219,49.52,0.76,0.606,0.756,0.824,0.435,0.24431799545288835,0.25900717020812897
22650.0,5.565,9.734,44.56,0.7,0.606,0.756,0.826,0.435,0.24098283776174967,0.26237649477715946
22700.0,3.188,11.2,48.72,0.6,0.606,0.756,0.824,0.435,0.24102509793535123,0.26275878574801115
22750.0,4.279,9.967,46.62,0.66,0.606,0.756,0.825,0.435,0.24218224830862184,0.2661475844847665
22800.0,5.571,9.396,42.78,0.72,0.606,0.757,0.828,0.435,0.24057596611147897,0.2587221127762786
22850.0,4.211,10.19,39.6,0.68,0.606,0.757,0.832,0.435,0.24285824516727775,0.26299482472703806
22900.0,10.319,6.163,52.36,0.92,0.606,0.758,0.84,0.437,0.2451570535060481,0.26664736426103486
22950.0,4.652,10.176,51.76,0.66,0.606,0.758,0.839,0.437,0.24546793942257983,0.2647628191355809
23000.0,6.128,9.688,42.92,0.76,0.606,0.758,0.838,0.438,0.24624350114124083,0.26461625018442114
23050.0,7.571,8.359,44.92,0.8,0.606,0.759,0.841,0.44,0.2442637094820622,0.26418564495457425
23100.0,3.819,11.022,48.94,0.64,0.606,0.759,0.842,0.44,0.2479608312141374,0.2642126427837403
23150.0,5.791,9.858,44.58,0.72,0.606,0.759,0.845,0.442,0.2467121639602137,0.25911372705834695
23200.0,6.598,9.564,46.32,0.76,0.606,0.759,0.847,0.443,0.24339610894133587,0.267491765200773
23250.0,3.417,10.636,40.52,0.62,0.606,0.76,0.848,0.441,0.24422664094520613,0.2687802130169522
23300.0,5.451,9.634,37.2,0.72,0.606,0.76,0.845,0.442,0.24664152049163335,0.27012360692973425
23350.0,5.733,9.562,41.56,0.72,0.606,0.76,0.849,0.442,0.2483597212746744,0.28095329663510893
23400.0,3.895,10.16,45.42,0.66,0.606,0.761,0.851,0.441,0.24493886052990305,0.2822621913029736
23450.0,5.239,9.819,38.22,0.7,0.606,0.761,0.853,0.442,0.24770673177140282,0.27575717880951606
23500.0,5.881,9.298,41.88,0.74,0.606,0.761,0.853,0.443,0.2428038719902064,0.27225487377844954
23550.0,6.866,8.74,48.2,0.78,0.606,0.762,0.856,0.444,0.24862764949888957,0.2751869944824517
23600.0,8.592,7.685,44.26,0.86,0.606,0.762,0.86,0.446,0.24849862462602798,0.2776752257799907
23650.0,7.057,9.484,51.0,0.78,0.606,0.762,0.864,0.447,0.24452422597229048,0.2772839523608128
23700.0,5.586,10.423,50.56,0.72,0.606,0.763,0.858,0.447,0.2425893721302263,0.27710413468633105
23750.0,4.96,10.083,43.36,0.7,0.606,0.763,0.86,0.447,0.24790519557028456,0.2846082963820485
23800.0,4.857,10.117,41.36,0.7,0.606,0.763,0.857,0.448,0.24766958239609882,0.28666651889695877
23850.0,5.296,9.961,42.12,0.72,0.606,0.763,0.858,0.448,0.24510504455358662,0.28555699364733644
23900.0,2.278,10.706,42.42,0.58,0.606,0.764,0.856,0.448,0.24888902645969435,0.27445268150056895
23950.0,7.218,9.188,44.28,0.8,0.606,0.764,0.856,0.45,0.2432559857876768,0.28155451345299354
24000.0,7.461,8.8,40.88,0.8,0.606,0.764,0.855,0.451,0.24738285804683588,0.275607836941628
24050.0,3.001,10.469,39.38,0.6,0.606,0.764,0.857,0.449,0.24840506970573048,0.27678145863380627
24100.0,4.363,10.995,48.64,0.68,0.606,0.765,0.856,0.449,0.24903743424414462,0.2843426966822327
24150.0,6.363,9.593,47.4,0.74,0.606,0.765,0.858,0.449,0.2443434419628958,0.2833135132743769
24200.0,7.468,8.973,40.94,0.8,0.606,0.766,0.858,0.449,0.2486849415340713,0.2814033520907473
24250.0,8.148,8.313,43.1,0.84,0.606,0.766,0.859,0.452,0.24583106036126595,0.2786952430214211
24300.0,7.18,9.315,41.88,0.78,0.606,0.766,0.861,0.453,0.2449299026375561,0.27691406049431966
24350.0,6.297,8.913,46.26,0.74,0.606,0.766,0.86,0.454,0.24414717585560886,0.2869987548728828
24400.0,3.761,10.869,51.94,0.64,0.606,0.767,0.855,0.454,0.24583095032047947,0.2979737095823075
24450.0,4.91,10.133,42.82,0.7,0.606,0.767,0.85,0.455,0.24498487995382598,0.2860421402852709
24500.0,5.993,9.654,40.66,0.74,0.606,0.767,0.854,0.455,0.24708218018038913,0.2940700934644989
24550.0,5.783,10.011,40.44,0.74,0.606,0.767,0.854,0.455,0.24729343964951186,0.2772458368134821
24600.0,5.443,10.223,48.72,0.7,0.606,0.768,0.856,0.455,0.2444364081138933,0.26185079192676497
24650.0,5.394,10.299,52.5,0.72,0.606,0.768,0.854,0.454,0.24324735966530114,0.2752175904240913
24700.0,2.189,10.883,41.64,0.56,0.606,0.768,0.853,0.453,0.24886336923114305,0.283407730207705
24750.0,6.247,9.49,41.14,0.76,0.606,0.769,0.85,0.454,0.24626653361157375,0.28629247162440696
24800.0,4.331,10.251,42.56,0.66,0.606,0.769,0.851,0.453,0.24475672592406905,0.2842626010928187
24850.0,5.031,10.432,43.48,0.7,0.606,0.769,0.849,0.453,0.24139033493033069,0.2865383087294999
24900.0,5.651,9.628,41.34,0.72,0.606,0.769,0.849,0.454,0.24393708551593754,0.2951289465819076
24950.0,4.913,10.13,44.18,0.68,0.606,0.77,0.848,0.454,0.2424606457047959,0.2932856013326337
25000.0,6.24,9.682,43.02,0.76,0.606,0.77,0.849,0.454,0.24734697282576792,0.2910304865856972
25050.0,6.851,8.796,44.26,0.8,0.606,0.771,0.849,0.456,0.24660590648201136,0.28458718953290313
